Day,Source,Target,SNS Source,SNS Target
2020-12-14,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-14,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-14,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-14,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-15,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-16,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-17,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__22,4Chan,Rumble
2020-12-27,Gab__182,Rumble__69,Gab,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-18,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-19,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-19,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-19,4Chan__1,Rumble__23,4Chan,Rumble
2020-12-19,4Chan__1,Rumble__23,4Chan,Rumble
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__146,TG,TG
2020-11-01,TG__74,TG__146,TG,TG
2020-11-24,VK__147,TG__205,VK,TG
2020-11-15,4Chan__1,TG__122,4Chan,TG
2020-12-11,FB__77,TG__130,FB,TG
2020-12-11,FB__77,TG__132,FB,TG
2020-12-13,VK__147,TG__205,VK,TG
2020-12-16,VK__147,TG__205,VK,TG
2020-11-10,Twitter__23,TG__500,Twitter,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__146,TG,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-01,TG__74,TG__218,TG,TG
2020-11-02,TG__74,TG__218,TG,TG
2020-11-02,TG__74,TG__146,TG,TG
2020-11-02,TG__74,TG__146,TG,TG
2020-11-02,TG__74,TG__218,TG,TG
2020-11-02,TG__74,TG__218,TG,TG
2020-11-03,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__146,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__122,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__122,TG,TG
2020-11-04,TG__74,TG__122,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__122,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__146,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-04,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__146,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__146,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__140,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__199,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__122,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-05,TG__74,TG__218,TG,TG
2020-11-06,TG__74,TG__218,TG,TG
2020-11-06,TG__74,TG__152,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__218,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__218,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__122,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__146,TG,TG
2020-11-06,TG__74,TG__199,TG,TG
2020-11-06,TG__74,TG__199,TG,TG
2020-11-07,TG__74,TG__152,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__146,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__218,TG,TG
2020-11-07,TG__74,TG__146,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__218,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__146,TG,TG
2020-11-07,TG__74,TG__142,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__122,TG,TG
2020-11-07,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__142,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__218,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__218,TG,TG
2020-11-08,TG__74,TG__140,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__140,TG,TG
2020-11-08,TG__74,TG__140,TG,TG
2020-11-08,TG__74,TG__140,TG,TG
2020-11-08,TG__74,TG__140,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__218,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__218,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__146,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-08,TG__74,TG__218,TG,TG
2020-11-08,TG__74,TG__122,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__200,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__218,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__218,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__218,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__140,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__218,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__218,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-09,TG__74,TG__122,TG,TG
2020-11-09,TG__74,TG__122,TG,TG
2020-11-09,TG__74,TG__122,TG,TG
2020-11-09,TG__74,TG__122,TG,TG
2020-11-09,TG__74,TG__146,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__140,TG,TG
2020-11-10,TG__74,TG__146,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__146,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__122,TG,TG
2020-11-10,TG__74,TG__146,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-10,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__199,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__152,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__199,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__218,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__122,TG,TG
2020-11-11,TG__74,TG__140,TG,TG
2020-11-11,TG__74,TG__146,TG,TG
2020-11-12,TG__74,TG__140,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__146,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__140,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__218,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__122,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-12,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__152,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__218,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__122,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__152,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__218,TG,TG
2020-11-13,TG__74,TG__199,TG,TG
2020-11-13,TG__74,TG__146,TG,TG
2020-11-13,TG__74,TG__140,TG,TG
2020-11-13,TG__74,TG__140,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__122,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-13,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__146,TG,TG
2020-11-14,TG__74,TG__218,TG,TG
2020-11-14,TG__74,TG__218,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__122,TG,TG
2020-11-14,TG__74,TG__218,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__122,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__218,TG,TG
2020-11-14,TG__74,TG__122,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__218,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__52,TG,TG
2020-11-14,TG__74,TG__122,TG,TG
2020-11-15,TG__74,TG__152,TG,TG
2020-11-15,TG__74,TG__152,TG,TG
2020-11-15,TG__74,TG__122,TG,TG
2020-11-15,TG__74,TG__146,TG,TG
2020-11-15,TG__74,TG__122,TG,TG
2020-11-15,TG__74,TG__218,TG,TG
2020-11-15,TG__74,TG__218,TG,TG
2020-11-15,TG__74,TG__146,TG,TG
2020-11-15,TG__74,TG__218,TG,TG
2020-11-15,TG__74,TG__218,TG,TG
2020-11-15,TG__74,TG__146,TG,TG
2020-11-15,TG__74,TG__199,TG,TG
2020-11-15,TG__74,TG__146,TG,TG
2020-11-15,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__45,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__140,TG,TG
2020-11-16,TG__74,TG__140,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__146,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__122,TG,TG
2020-11-16,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-16,TG__74,TG__52,TG,TG
2020-11-17,TG__74,TG__140,TG,TG
2020-11-17,TG__74,TG__122,TG,TG
2020-11-17,TG__74,TG__146,TG,TG
2020-11-17,TG__74,TG__146,TG,TG
2020-11-17,TG__74,TG__146,TG,TG
2020-11-17,TG__74,TG__52,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__52,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__146,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-17,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__138,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__140,TG,TG
2020-11-18,TG__74,TG__52,TG,TG
2020-11-18,TG__74,TG__140,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__146,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__146,TG,TG
2020-11-18,TG__74,TG__146,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-18,TG__74,TG__122,TG,TG
2020-11-18,TG__74,TG__146,TG,TG
2020-11-18,TG__74,TG__218,TG,TG
2020-11-19,TG__74,TG__218,TG,TG
2020-11-19,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__146,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__146,TG,TG
2020-11-20,TG__74,TG__140,TG,TG
2020-11-20,TG__74,TG__146,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__52,TG,TG
2020-11-20,TG__74,TG__142,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-20,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__146,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__146,TG,TG
2020-11-21,TG__74,TG__146,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__218,TG,TG
2020-11-21,TG__74,TG__146,TG,TG
2020-11-21,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__218,TG,TG
2020-11-22,TG__74,TG__500,TG,TG
2020-11-22,TG__74,TG__218,TG,TG
2020-11-22,TG__74,TG__218,TG,TG
2020-11-22,TG__74,TG__218,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__52,TG,TG
2020-11-22,TG__74,TG__146,TG,TG
2020-11-22,TG__74,TG__218,TG,TG
2020-11-23,TG__74,TG__199,TG,TG
2020-11-23,TG__74,TG__199,TG,TG
2020-11-23,TG__74,TG__218,TG,TG
2020-11-23,TG__74,TG__218,TG,TG
2020-11-24,TG__74,TG__231,TG,TG
2020-11-24,TG__74,TG__199,TG,TG
2020-11-24,TG__74,TG__122,TG,TG
2020-11-24,TG__74,TG__218,TG,TG
2020-11-24,TG__74,TG__218,TG,TG
2020-11-24,TG__74,TG__218,TG,TG
2020-11-24,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__52,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__146,TG,TG
2020-11-25,TG__74,TG__146,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-25,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__122,TG,TG
2020-11-26,TG__74,TG__142,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__122,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__122,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__122,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__218,TG,TG
2020-11-26,TG__74,TG__146,TG,TG
2020-11-26,TG__74,TG__146,TG,TG
2020-11-26,TG__74,TG__146,TG,TG
2020-11-27,TG__74,TG__122,TG,TG
